사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202309,5호선,오목교(목동운동장앞),7,0,4675,1823,15153,8223,49073,27315,53314,62626,30662,50384,23436,32636,24783,29785,27364,29457,28845,33364,30574,31808,32567,33465,39868,40776,47674,53315,62932,72553,34680,45534,35631,25883,28540,22998,24089,20069,7080,11805,914,3179,0,0,0,0,0,0,20231003
202309,5호선,올림픽공원(한국체대),2,0,1236,921,5563,3971,12129,6539,12113,10861,8657,7019,7607,6985,6982,6284,7523,7916,7447,7924,7421,9011,9008,8980,11810,9983,12041,11764,10279,10597,5906,7873,7978,5306,13804,4710,4046,3877,950,2928,72,760,0,0,0,0,0,0,20231003
202309,5호선,왕십리(성동구청),27,3,2157,436,1985,2760,5818,5886,8067,17079,4747,9242,4575,6767,5224,7162,5730,7267,6206,8140,7107,7706,7561,8103,9510,9096,10271,11708,13823,16398,8484,9093,7084,5642,7918,4773,6925,4221,2838,2526,529,1986,0,209,0,0,0,0,20231003
202309,5호선,우장산,2,0,7105,826,22320,4718,55174,14622,56767,21936,31046,16319,24487,13394,23390,13328,23471,16884,21420,19880,19862,20589,22916,23730,26947,28348,24341,34741,19787,52769,12311,39937,8572,24432,7744,22174,6224,23282,1798,13330,281,3297,0,0,0,0,0,0,20231003
202309,5호선,을지로4가,0,0,538,569,928,6184,2394,17790,3634,41297,3710,17938,4709,12018,6570,12031,7781,10945,8827,9719,10329,8904,11840,8101,14405,7622,25531,7749,35331,7954,14177,4416,9358,2768,7985,2598,5467,1986,2644,1370,370,459,1,0,0,0,0,0,20231003
202309,5호선,장한평,31,1,7667,1580,18775,13028,51808,22989,71580,60964,38023,28016,23719,19307,21267,17819,23007,18733,22125,19755,21512,18852,23388,22192,30263,27186,38788,38083,56389,61995,24226,42676,14361,26568,11947,25018,9296,22393,4144,13619,588,3765,0,153,0,0,0,0,20231003
202309,5호선,종로3가,37,7,1435,404,2166,6078,3465,14602,5664,41622,7129,33113,9422,29012,12673,32537,18629,31580,20625,30577,25017,27964,30580,26600,35893,27881,44385,32059,56669,37138,35221,22016,33593,13455,37281,10050,30933,7828,17373,4975,2139,1740,1,7,0,0,0,0,20231003
202309,5호선,천호(풍납토성),95,1,7262,1829,12001,13896,28844,18911,35693,38254,23443,36584,22223,29485,25343,27893,28828,28439,29556,31618,30928,30489,36323,33428,41711,36001,48008,42676,52226,53236,35519,37477,32409,22569,24125,19961,18054,17071,8538,10469,1451,3360,0,7,0,0,0,0,20231003
202309,5호선,청구,10,1,1611,248,2701,2055,7213,3867,10674,13533,6562,7563,5477,4240,5014,3789,5256,4341,5455,4688,5298,4680,5438,5179,7517,6230,8271,7705,12563,10490,6851,6769,4736,4728,3666,4384,3079,4186,1521,2631,268,771,0,0,0,0,0,0,20231003
202309,5호선,충정로(경기대입구),14,1,1045,221,2417,2010,5794,13118,7970,30161,4903,12354,3976,4595,4534,4632,5175,4065,5227,4559,5612,4943,5918,4095,7753,4711,16266,6318,24398,9056,7571,5709,4851,3845,4313,3901,2798,3594,1101,2363,211,608,0,58,0,0,0,0,20231003
202309,5호선,하남검단산,15,2,3799,12,8942,3084,23449,5594,19355,11808,12161,9332,10271,9199,9157,8366,9338,9948,9310,9414,9313,8994,11107,11690,12558,10697,12436,14397,12065,16325,7807,15892,6584,10174,5365,9404,4236,7991,1055,5553,112,2424,0,0,0,0,0,0,20231003
202309,5호선,하남시청(덕풍?신장),46,0,5268,147,11574,4186,27191,6780,24128,14943,15985,8592,12828,8534,12606,8622,12996,8167,11900,11277,10935,9735,11761,13995,14938,15213,14053,15884,14187,23278,8039,20846,6173,12228,5204,11756,3070,11287,1180,6578,253,2970,0,0,0,0,0,0,20231003
202309,5호선,하남풍산,11,0,1918,326,5458,2142,10523,6542,11353,14995,7086,9461,6415,5878,6093,5306,6546,4958,6669,6263,6477,5763,7454,5936,9456,8074,10975,7415,12696,10896,5454,9825,3820,5341,3931,5017,2254,5075,677,3239,123,1242,0,0,0,0,0,0,20231003
202309,5호선,행당,18,0,4367,737,11612,2675,30463,4872,41620,8630,20816,6400,14398,5223,12007,6214,11832,7348,10575,8133,9532,9968,10274,12170,10391,15221,10126,19476,9875,29781,6468,19475,5060,12998,3726,12168,3152,10949,1056,6322,204,1878,0,0,0,0,0,0,20231003
202309,5호선,화곡,213,4,22634,1520,41973,9761,113486,15073,138370,32574,70852,25455,44909,19518,39579,20023,41120,23215,37850,26585,32589,29373,31675,37277,36204,49936,38422,67259,38738,113786,23080,84369,17040,53113,13264,50029,10462,43843,4420,27360,682,8224,0,0,0,0,0,0,20231003
202309,6호선,고려대(종암),34,1,3863,813,7569,5122,20804,12306,26141,30585,15122,15198,10633,16025,11584,10373,12935,9575,14337,12404,13650,10912,14262,10634,23149,13483,24696,16119,22748,26753,12258,18678,9741,11878,11480,11911,7791,11855,3370,8555,649,2475,0,69,0,0,0,0,20231003
202309,6호선,공덕,140,0,4845,2239,8652,10250,20781,37260,30986,95652,22737,45958,19299,22070,20822,19249,22535,19776,23373,20439,24539,19432,28166,20490,33203,24263,56160,30961,78714,41270,34382,26290,26746,16448,26497,15384,19915,14435,9188,10306,1245,4316,0,154,0,0,0,0,20231003
202309,6호선,광흥창(서강),5,0,2959,1133,7718,4954,20222,15006,25807,32476,16591,20341,12377,12016,13038,9371,15037,10558,12480,10867,12753,10764,13949,11804,14752,13274,20931,16495,28207,23110,14497,17303,9221,10647,8298,9766,5901,9405,2512,5681,367,1583,0,0,0,0,0,0,20231003
202309,6호선,구산,5,0,5790,162,11318,2110,30326,6229,35180,7157,20040,5891,13336,5327,12396,6650,12744,7040,10288,7968,9185,8342,11164,10260,12272,13262,10461,15202,9645,20755,6228,19338,4770,10649,4145,9277,3803,8209,1209,5146,152,1559,0,0,0,0,0,0,20231003
202309,6호선,녹사평(용산구청),25,1,1164,516,2120,4028,4850,7752,7272,15800,6502,8377,4913,7382,5282,7300,5954,8252,6695,9027,7129,8371,8817,9562,11195,10384,13730,12618,17605,14630,11900,10365,10637,6418,11410,5203,10157,4586,5471,2855,749,874,1,1,0,0,0,0,20231003
202309,6호선,대흥(서강대앞),7,1,2469,844,5722,4118,15053,15446,21282,36410,13822,20238,10461,19211,10859,13011,13674,13260,14793,16714,14010,12759,15753,13031,22094,15076,26515,19405,25440,25422,13763,16484,11823,10131,12967,8683,12110,8690,5253,6508,623,1613,0,0,0,0,0,0,20231003
202309,6호선,독바위,4,4,2444,150,4863,879,13952,1998,12159,3429,6781,2885,4570,3198,4069,2663,4539,3101,3861,3153,3420,3572,3491,4135,3651,5731,3239,7066,3014,11460,1668,10015,1199,5620,868,5131,627,5005,284,3262,61,1098,0,0,0,0,0,0,20231003
202309,6호선,돌곶이,36,0,6952,1602,14530,4718,39220,5768,42844,17068,21413,13536,14652,11699,13368,8982,14457,10677,14910,10875,14238,10841,13158,13566,14622,17074,15773,21394,14777,31467,10047,26433,6300,15577,5777,13411,4817,13512,2305,8178,348,2920,0,1,0,0,0,0,20231003
202309,6호선,동묘앞,183,0,4584,875,4685,4740,9858,7892,14411,21737,11572,17780,10811,15539,13671,16072,17061,15946,16574,16964,18117,16323,20210,15774,22686,15865,22782,15632,21451,18011,12176,13117,9074,8861,7352,9091,5757,8867,2705,7660,431,1948,0,70,0,0,0,0,20231003
202309,6호선,디지털미디어시티,130,3,6519,2740,16978,11159,49265,29230,52275,66122,29895,28993,18460,12107,15186,11150,15736,13078,14871,14099,13649,14583,15311,17141,20320,23422,32554,31124,42840,47869,19670,35305,11253,21579,9004,19821,6350,18663,3042,11393,651,4594,0,4,0,0,0,0,20231003
202309,6호선,마포구청,25,2,6633,1829,13785,7584,39805,13994,53829,33361,33114,17953,21271,13154,19940,12329,20114,15902,20015,16211,18153,16308,19254,19271,21806,21414,26404,27786,33924,40062,17327,29308,12333,20442,11683,17029,8490,18279,4051,11306,591,2881,0,0,0,0,0,0,20231003
202309,6호선,망원,0,0,5472,855,10400,4976,26984,9570,36092,31119,23951,30256,17940,22435,18635,25100,22136,27489,23087,29295,22828,28200,24173,32166,26832,34049,30595,39974,38447,48585,26213,33675,22740,18046,21947,16017,18267,13505,8669,9657,1177,2229,0,0,0,0,0,0,20231003
202309,6호선,버티고개,2,0,819,369,1807,1247,5333,2487,7512,5127,5217,3149,3772,2586,3201,2221,3411,2609,3037,2915,2919,3143,3285,3747,3490,4216,4292,4825,5779,6532,3036,5189,2098,3380,1536,3280,1413,3037,577,1888,107,484,1,35,0,0,0,0,20231003
202309,6호선,보문,16,0,3584,1032,7522,4220,21470,9805,31998,19653,17133,10091,10907,7262,10392,7291,11055,7272,10433,8420,10030,8054,11340,9288,14396,10998,14375,14933,17049,22749,8943,17267,7047,11514,6348,11721,5526,11904,3019,8567,611,2702,0,0,0,0,0,0,20231003
202309,6호선,봉화산(서울의료원),27,2,5466,967,15232,2633,46559,5840,38489,12864,19699,7744,14011,6166,12539,6430,12523,8060,11069,9669,9856,9790,9657,12946,11276,15571,12457,20603,10840,30330,5733,27406,4036,16529,3522,13974,2812,13869,1224,8435,197,3009,0,214,0,0,0,0,20231003
202309,6호선,불광,36,2,1679,610,4269,1701,11569,4471,13428,7783,7926,7061,6453,5710,6909,5834,7586,6299,8073,7065,8227,6692,9433,7703,10162,8397,9893,10189,9631,14201,5644,11024,4545,6120,3887,5536,2120,5213,893,3599,141,1216,0,0,0,0,0,0,20231003
202309,6호선,삼각지,6,1,1447,839,3056,6371,8509,13989,13702,26061,9861,11650,7576,8614,8483,8313,9771,9029,11311,9393,11860,9023,14245,9226,17501,9778,22732,12812,28537,15200,13383,9931,11120,7074,10822,6328,8819,6828,5187,4668,800,1250,0,4,0,0,0,0,20231003
202309,6호선,상수,74,0,5503,1073,6832,3002,10185,6768,13703,25293,9921,32749,7458,21200,8290,18214,11573,19930,14118,22782,14816,19626,17043,18657,21693,22374,26579,27503,28788,35503,20902,24691,19631,15536,22012,13013,23738,11833,16856,9763,3141,2758,0,0,0,0,0,0,20231003
202309,6호선,상월곡(한국과학기술연구원),13,0,5219,484,9229,2163,24392,3613,27331,13915,14745,9345,10114,11125,9515,8363,9670,6870,9831,7771,9712,7446,8558,8724,11990,10879,10737,13301,10074,18893,6125,16932,3525,10010,4835,9461,2573,9237,1326,6241,177,1976,0,0,0,0,0,0,20231003
202309,6호선,새절(신사),14,0,10948,704,20348,4420,51665,8467,59855,14864,31426,12228,20521,9256,18372,11275,18261,12584,17539,14531,14897,14380,15983,18942,20071,22113,16926,29386,15153,46161,10059,37488,6626,22863,5709,20189,3989,18529,1742,12239,294,4121,0,3,0,0,0,0,20231003
202309,6호선,석계,1216,2,8562,1717,18717,5413,47600,8158,52507,16000,28681,11478,20668,10780,17888,13166,18369,14379,17626,15531,16189,15747,15663,19561,16925,26447,17380,33211,15909,49045,11159,41698,8272,23419,7336,21437,6582,20176,4072,12980,821,4113,0,3,0,0,0,0,20231003
202309,6호선,신내,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20231003
202309,6호선,신당,123,0,5597,1167,4839,7516,7427,14475,11729,34692,9277,20985,8182,13231,10495,11217,12201,11453,11733,13216,12478,11309,14765,9781,17861,11776,24342,15058,26024,21722,16196,20176,14517,10526,15147,8384,20123,8142,7296,8655,1402,2241,0,6,0,0,0,0,20231003
202309,6호선,안암(고대병원앞),22,0,2254,1501,3414,6555,9667,17501,13830,53187,12239,35123,13542,41973,16800,22964,18418,18369,20660,25089,24697,19133,26390,15000,43570,16008,51089,19042,37921,27303,22610,18777,20238,13053,20669,13013,19047,13931,11921,9655,2346,3895,0,96,0,0,0,0,20231003
202309,6호선,약수,3,0,1286,264,1859,2323,4737,5701,7771,14983,5837,8606,4873,5108,4929,5369,5367,4838,5555,5066,5449,4697,5851,5646,6916,5973,8958,7922,12226,9189,6648,5740,5393,3507,5159,3044,4257,2775,2057,1779,396,583,0,0,0,0,0,0,20231003
202309,6호선,역촌,6,1,2317,359,5904,2538,15455,3058,16675,8401,9294,4575,6397,3686,6034,4632,6279,5250,6110,5412,5547,5111,5385,6213,5083,8671,5364,11096,5409,17272,3082,13716,2157,7917,1828,7770,1169,6808,691,4869,57,1389,0,0,0,0,0,0,20231003
202309,6호선,연신내,0,0,0,0,0,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,0,3,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,20231003
202309,6호선,월곡(동덕여대),25,0,7219,884,13839,3912,39534,7836,46249,28306,24782,18878,17867,16217,16461,14578,17553,13858,18718,14910,18915,14448,17670,17480,22884,22655,23687,26897,26269,40452,13896,30701,10024,18578,8670,17946,5592,16167,2746,10555,529,3217,0,0,0,0,0,0,20231003
202309,6호선,월드컵경기장(성산),0,0,904,1463,2923,3599,8357,6633,9204,10894,5667,9441,6251,12003,7879,13032,8323,14959,9497,17276,10682,13739,12710,12883,19448,12531,14791,12658,12414,11570,9016,8717,8641,4963,13955,3820,4802,3060,1256,1735,204,446,0,0,0,0,0,0,20231003
202309,6호선,응암,24,0,11587,1184,26462,5923,69898,9808,84684,17345,46062,13421,28863,13795,25775,14937,26208,17304,24493,18530,21444,20925,20670,26806,22638,33651,22313,46134,21690,70892,14126,55942,10397,37524,8631,30513,6348,27941,2666,18812,364,5605,0,0,0,0,0,0,20231003
202309,6호선,이태원,168,3,10436,1291,9575,7556,10289,11642,13650,28142,11500,24519,10238,18156,10962,17552,13358,21367,15195,20006,19023,19048,21722,20524,26183,24694,29899,29995,36469,36719,27951,32822,24598,25871,26262,23620,25884,20692,17784,17138,2982,5912,0,0,0,0,0,0,20231003
202309,6호선,증산(명지대앞),33,1,7836,530,15971,3378,38290,5126,45908,10659,25860,9374,16892,7928,14605,9056,14934,10041,14087,11047,12573,12261,12216,15379,13310,19508,12766,26060,12516,40014,7581,31399,5556,18876,4427,18705,3450,16094,1635,10049,262,3118,0,0,0,0,0,0,20231003
202309,6호선,창신,7,0,2523,341,5143,2038,14445,5609,16168,5832,8412,3799,5254,3378,4523,3045,4738,3391,4555,3664,3828,3825,4294,4427,6336,5289,5087,6988,4723,9080,3186,7211,2831,4752,1944,4842,1264,4717,635,2944,98,854,0,0,0,0,0,0,20231003
202309,6호선,청구,16,0,1843,562,2617,2647,7185,6714,9993,21019,6352,10771,4953,4403,4617,4030,4359,3979,4916,4744,5077,4138,5216,4905,6622,5589,7716,6411,13046,7654,8037,5145,5045,3562,4226,3342,3527,3312,1664,1988,340,751,0,0,0,0,0,0,20231003
202309,6호선,태릉입구,16,0,3993,848,7148,2939,17535,4043,21306,10270,11425,7611,8700,5871,8129,8780,8965,7175,8208,8269,7979,8845,8186,9054,9788,11520,8992,14721,9341,22924,5881,18754,4844,10744,4334,10312,3620,9664,1979,7424,442,3465,2,2,0,0,0,0,20231003
202309,6호선,한강진,23,0,775,835,1562,8722,3278,20520,5750,39660,5175,26544,3836,20402,5482,20766,7726,21737,10044,27688,12995,23721,18378,22530,26917,23434,39778,25345,42984,26903,26782,12273,22465,4878,20439,3729,26052,2958,4726,2252,509,1761,0,169,0,0,0,0,20231003
202309,6호선,합정,15,0,3908,1224,5778,6421,13414,16101,19696,40888,15074,28463,12092,17827,13713,18630,16466,19172,17772,21952,19412,19415,21701,21452,24413,24740,31726,30800,44096,41916,30117,27213,27689,15049,29831,13219,26321,11533,14863,9032,2220,2432,0,0,0,0,0,0,20231003
202309,6호선,화랑대(서울여대입구),18,0,6496,1007,21701,3532,57309,7734,53915,18221,27388,13028,17865,9609,16256,9115,16917,8683,16532,10158,14776,9856,16855,12459,20406,15522,19762,22308,16748,33676,8800,29763,6105,18183,4493,16232,3292,15229,1327,10768,181,3882,0,11,0,0,0,0,20231003
202309,6호선,효창공원앞,16,0,2510,559,5869,3663,17097,7831,25804,25360,15127,15473,9833,10855,9626,8737,11081,8480,12560,8885,9683,8798,10947,9149,13296,11037,16580,13241,23315,19360,10013,13533,6850,8617,6006,7733,4550,7373,2101,5014,430,1876,0,0,0,0,0,0,20231003
202309,7호선,가산디지털단지,660,6,7157,5320,9770,29791,23203,129814,26400,356403,19955,196425,18548,55089,23243,33225,30385,31682,34246,33227,40453,28302,54134,26756,77027,26506,197034,28738,273786,33937,109159,23771,61510,14894,47031,12947,25640,11664,10545,7928,1413,2901,0,0,0,0,0,0,20231003
202309,7호선,강남구청,21,0,1714,1714,3924,17037,7374,34189,9575,97612,8942,96255,9314,39247,10849,23417,13837,20718,17149,21763,20649,18400,26298,16543,32562,17114,48496,18683,81741,20095,50965,12893,30994,8694,30030,6518,21532,5665,8739,3999,1412,1660,0,0,0,0,0,0,20231003
202309,7호선,건대입구,42,1,4251,1109,5289,8054,13149,19233,18739,41001,15826,28905,14015,27953,15972,21759,18390,22682,20143,25646,23519,23014,27860,22228,33304,23584,41550,30727,35733,40210,25465,25571,27215,15310,23677,12849,20964,11219,10595,6784,1572,3714,1,201,0,0,0,0,20231003
202309,7호선,고속터미널,47,1,1073,2754,3379,21766,11015,36615,17940,50193,23418,35990,23348,29664,25360,26335,26539,23771,27096,27694,29434,24591,36463,20790,41059,22209,54585,23890,49704,25431,34122,16606,37261,9942,33137,9311,25666,5548,8942,3094,723,739,0,1,0,0,0,0,20231003
202309,7호선,공릉(서울과학기술대),9,1,6250,1068,14564,4032,35410,11372,40677,24371,23614,18472,18003,13775,17278,12253,18539,14380,18095,15901,17018,15067,19372,18185,23017,21852,22816,27042,23531,39597,13530,34462,11104,19791,11354,17415,9397,17775,4736,11485,811,4105,0,0,0,0,0,0,20231003
202309,7호선,광명사거리,191,1,18033,6096,27649,10837,69108,16543,76748,24468,42471,23287,29926,24756,29089,26132,30526,28541,29931,30207,28987,30887,30047,36198,35326,40543,35822,49985,32363,71605,22414,54274,15376,30973,11567,26684,8868,22406,3624,13855,563,4166,0,5,0,0,0,0,20231003
202309,7호선,군자(능동),30,0,9591,967,14207,5965,36537,9934,54489,26888,37449,17289,21748,11470,18807,11680,19550,12323,19508,13625,18740,14522,18809,17791,21846,21121,26863,26838,32850,40920,20368,31713,16844,20340,15910,18070,12957,15755,6713,9705,1189,3298,0,28,0,0,0,0,20231003
202309,7호선,굴포천,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20231003
202309,7호선,남구로,135,7,16575,1648,14766,9076,28904,31324,33161,86963,23514,41795,16369,19065,14501,15306,16236,14037,15776,15237,15055,14042,17718,17778,21758,23747,42693,28883,66805,30621,29152,21947,15747,15364,11129,16509,7285,14231,3448,7548,524,1854,2,0,0,0,0,0,20231003
202309,7호선,남성,17,0,6203,925,14165,3769,38128,6649,52978,16797,33170,12585,19908,11712,17258,11979,17420,11732,17197,13234,14848,13833,14615,17288,16335,20751,15693,26999,15497,40463,9514,29190,8277,19700,7284,17242,5255,15925,2304,9900,357,3077,0,6,0,0,0,0,20231003
202309,7호선,내방,11,0,2217,1561,7711,10909,18228,24515,27212,76933,20748,42996,15895,20473,16413,14884,16968,15756,18454,16899,18658,15693,20639,16903,25620,18245,40071,24116,63239,30080,25163,19670,17720,12570,16971,11192,11547,9322,4172,6001,624,3007,0,223,0,0,0,0,20231003
202309,7호선,노원,60,0,7873,2473,15733,7166,37283,17118,40761,42907,28824,40761,26690,30152,29699,29598,32666,32775,32363,35057,33553,34695,37812,36686,41649,40420,42429,46010,44303,57456,28867,48389,28194,24020,22771,20485,21330,17423,8124,11928,1362,3867,0,0,0,0,0,0,20231003
202309,7호선,논현,14,1,2637,1101,4260,14584,8839,39019,13106,93424,11288,77159,10893,30588,12274,20049,14435,18400,15855,19751,19882,19102,24231,17776,29786,19895,54407,24345,85268,30383,46526,17674,32060,10787,33091,9018,29587,7230,15254,5272,2760,2395,1,0,0,0,0,0,20231003
202309,7호선,대림(구로구청),39,0,10892,779,8137,3867,15462,6774,21506,17846,17080,14924,13620,18638,13772,20687,15286,16603,16917,15780,17696,15795,18853,17218,18295,19342,19450,23417,19154,23696,13806,15361,10860,11317,8593,12523,6444,9823,3385,4890,425,1186,0,1,0,0,0,0,20231003
202309,7호선,도봉산,86,5,5327,1000,17489,5266,47948,9499,40360,16626,21715,17348,13319,14951,12098,12299,12700,12599,11778,12823,11588,12391,12428,14746,15679,17836,13556,22632,12243,34867,6421,36099,3933,22239,2891,19272,2425,17424,818,11260,121,4534,0,106,0,0,0,0,20231003
202309,7호선,뚝섬유원지,21,0,5045,700,9746,4063,22008,7941,29495,13817,20677,9440,12914,7852,11188,8767,10845,11234,10636,13186,10800,14745,12559,18989,15043,24085,16991,32588,18673,47701,19175,38360,27589,19808,27631,16107,24066,12526,12211,6210,1384,1932,1,2,0,0,0,0,20231003
202309,7호선,마들,41,0,10581,1290,25565,3235,61071,8258,59883,11454,31330,10398,22262,10184,19739,11167,21352,12894,17899,13907,15461,15334,16144,18890,16197,23598,13931,29497,12768,42657,8026,43395,5721,25186,3743,22005,3037,20522,1316,12767,180,4279,0,0,0,0,0,0,20231003
202309,7호선,먹골,29,0,7687,706,13744,3020,34195,6059,42460,15419,24902,10140,16974,8902,15181,9752,16120,11427,14805,12470,13257,12350,13558,15543,14833,20375,14877,25817,15797,35049,10266,31678,7439,19173,5983,16703,4753,15037,2038,9442,372,2594,0,240,0,0,0,0,20231003
202309,7호선,면목,87,0,13576,823,22956,5379,53942,8684,68082,29309,38935,18892,24984,15617,21631,13734,22694,17774,21329,18265,19806,18648,21444,23476,25370,30985,22189,35571,20238,50569,15858,45826,9603,27206,8153,23436,5957,22797,2742,13076,382,4412,0,0,0,0,0,0,20231003
202309,7호선,반포,4,1,896,1281,2819,13451,8077,12388,11238,18463,8292,15376,6500,9764,6710,9596,7806,9474,8426,9406,9383,8340,11567,8665,18735,9680,17318,10132,16835,11599,12125,7331,9535,4816,9965,4154,6867,3875,2254,2250,282,676,0,0,0,0,0,0,20231003
202309,7호선,보라매,9,0,3804,758,6955,2703,16903,8868,24455,20566,14874,10001,9291,7692,9300,7945,9681,8497,9549,8503,9116,8643,10078,9333,11633,11739,12953,15796,17351,23255,7765,17122,6706,10604,5999,9771,4882,8687,2012,5530,333,2226,0,11,0,0,0,0,20231003
202309,7호선,사가정,23,3,11246,1692,22824,7127,53902,12191,66759,25131,40038,17629,26010,15521,23026,15571,24437,17362,22146,19176,20399,20846,20599,26240,23362,32141,24307,40716,23884,58787,17901,49525,12515,29445,10109,26341,8369,22716,4162,12438,687,4043,1,2,0,0,0,0,20231003
202309,7호선,상도,6,1,5605,1332,12933,4730,33532,8376,42670,24547,27811,17052,18251,19197,16269,15963,18051,15566,17531,14995,17557,16915,19217,16871,21718,20390,24228,26345,23873,41489,12911,28027,11492,19219,11829,17111,8712,17278,4702,11699,974,3083,0,0,0,0,0,0,20231003
202309,7호선,상봉(시외버스터미널),429,13,10830,1460,20391,8318,51862,12890,69185,25631,36534,18954,22680,16193,21172,16679,22863,18189,22362,19710,21102,20123,22080,23200,26199,29197,28308,38639,31088,59432,22445,52471,16895,30614,15708,25525,11921,24517,6416,15684,1201,7128,1,50,0,0,0,0,20231003
202309,7호선,수락산,103,3,9150,740,20772,5490,46584,8521,46305,17045,28831,16141,20962,15308,18924,14907,19878,16283,19316,15131,19087,15156,18807,18804,20109,23103,19156,28538,18134,39139,11847,39568,8198,24112,6376,19993,4265,17924,2049,11945,289,4289,0,1,0,0,0,0,20231003
202309,7호선,숭실대입구(살피재),15,0,6574,875,12896,3797,36729,8185,47579,36420,30723,22071,21079,34834,19822,24314,19534,18085,21676,22277,23777,22261,23559,20909,35626,25760,36201,32002,26204,48618,16005,35209,14483,22591,14876,20765,14301,20009,9628,14018,2064,4084,0,7,0,0,0,0,20231003
202309,7호선,신대방삼거리,29,0,10183,771,18301,4558,50758,8869,72072,17217,41685,14997,24875,13273,21528,13255,22485,15370,20340,16845,18617,18182,18330,21858,20920,26373,19083,35489,20040,57383,11800,42515,9984,26211,8587,24937,6640,20838,3316,14199,597,5130,0,0,0,0,0,0,20231003
202309,7호선,신풍,225,10,13349,1674,15722,6222,37898,11332,46608,19053,27628,12269,17008,10893,15321,10722,16015,11449,14982,12271,14010,12805,14754,16198,17847,20004,17106,26727,17163,37789,10496,26830,7368,17754,6213,16269,4630,14660,2035,8437,419,2865,3,389,0,0,0,0,20231003
202309,7호선,어린이대공원(세종대),34,1,3382,838,7794,7565,19936,16389,32200,71539,23608,40106,17590,46516,19323,34830,21762,26763,25458,32348,31514,26828,32924,21466,43261,22286,53904,26198,51393,33438,27557,24738,22741,16381,21364,14864,17560,15489,9609,11062,1939,2875,0,4,0,0,0,0,20231003
202309,7호선,온수(성공회대입구),153,4,7862,743,17992,3506,43882,10287,48801,19975,22751,13740,13049,7865,12148,8100,12379,8704,11245,9867,10872,9525,12613,11843,17974,14554,16418,22135,14003,36346,6242,28447,4822,17011,4728,14160,3189,13143,1775,9010,316,4688,2,1015,0,0,0,0,20231003
202309,7호선,용마산(용마폭포공원),8,0,4502,659,10394,2347,22738,4139,27677,9800,15210,6193,9954,5640,8088,4880,8677,6087,7575,6820,6774,7110,6893,9309,7878,11067,7424,13998,7659,20836,4999,17483,3143,10720,2417,10004,1762,9081,888,5522,139,1858,0,2,0,0,0,0,20231003
202309,7호선,이수,19,0,4945,1221,9433,8662,27235,14107,41243,39308,28291,26209,19566,20007,18836,18367,20968,18908,22323,21172,22854,20655,23972,23347,27059,27827,31285,37862,39367,52464,23869,35377,22738,19871,24050,15809,21215,14532,11668,8914,1743,2947,0,32,0,0,0,0,20231003
202309,7호선,장승배기,23,0,5746,1739,10913,6844,25701,7722,37739,15920,23968,11560,15243,9850,14329,9953,14089,10811,14121,12100,12872,12335,12991,14104,15052,16991,15381,20752,14941,30157,8234,22053,6581,14114,5967,12917,4651,11809,1744,7996,411,2694,0,0,0,0,0,0,20231003
202309,7호선,장암,5,0,1824,258,7401,1389,18098,1308,10386,1644,4542,2022,2566,2184,2271,2520,2523,2196,2687,1647,3099,1371,3625,1577,3564,1779,3567,2516,3099,3749,1884,3439,1236,2021,734,1020,472,1031,137,654,21,235,0,0,0,0,0,0,20231003
202309,7호선,중계,16,3,9190,2017,24758,5057,60582,16640,61121,27718,34626,15608,24177,12890,21348,13662,24004,14767,21569,15523,18830,15715,19337,18910,23429,22225,21915,29428,17901,43000,10290,43833,7514,25855,7498,22166,6460,20160,2390,12464,425,3873,0,0,0,0,0,0,20231003
